REPORT_DATE,OCC_DATE,DIVISION,LOCATION_TYPE,MCI_CATEGORY,HOOD_158,DATE_DIFF
2014-11-11,2014-11-10,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,023,1
2014-11-11,2014-11-10,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,113,1
2014-11-11,2014-11-11,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,018,0
2014-11-11,2014-11-10,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,011,1
2014-11-11,2014-11-11,D52,Schools During Un-Supervised Activity,Assault,079,0
2014-11-11,2014-11-11,D43,Schools During Supervised Activity,Assault,136,0
2014-11-11,2014-11-11,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,151,0
2014-11-11,2014-11-10,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,001,1
2014-11-11,2014-11-11,D43,"Apartment (Rooming House, Condo)",Assault,139,0
2014-11-11,2014-11-11,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,NSA,0
2014-11-11,2014-11-10,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,134,1
2014-11-11,2014-11-03,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,134,8
2014-11-11,2014-03-01,D51,"Apartment (Rooming House, Condo)",Assault,166,255
2014-11-11,2014-11-10,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,001,1
2014-11-11,2014-11-11,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,046,0
2014-11-11,2014-11-11,D14,Bar / Restaurant,Assault,085,0
2014-11-11,2014-10-20,D53,"Apartment (Rooming House, Condo)",Break and Enter,095,22
2014-11-11,2014-11-08,D33,"Bank And Other Financial Institutions (Money Mart, Tsx)",Assault,053,3
2014-11-11,2014-11-11,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,119,0
2014-11-11,2014-11-11,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,135,0
2014-11-11,2014-11-11,D41,Ttc Subway Station,Assault,124,0
2014-11-11,2014-11-11,D33,"Apartment (Rooming House, Condo)",Break and Enter,053,0
2014-11-11,2014-11-10,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,154,1
2014-11-11,2014-11-11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,168,0
2014-11-11,2014-11-10,D31,"Apartment (Rooming House, Condo)",Auto Theft,154,1
2014-11-11,2014-11-11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,168,0
2014-11-11,2014-11-10,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,115,1
2014-11-11,2014-11-11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,168,0
2014-11-11,2014-11-11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,168,0
2014-11-11,2014-11-11,D53,Ttc Subway Train,Assault,100,0
2014-11-11,2014-11-04,D31,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,025,7
2014-11-11,2014-11-10,D22,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Auto Theft,159,1
2014-11-11,2014-11-05,D23,"Apartment (Rooming House, Condo)",Assault,002,6
2014-11-11,2014-11-11,D12,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Assault,111,0
2014-11-11,2014-11-11,D12,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Assault,111,0
2014-11-11,2014-11-11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,167,0
2014-11-11,2014-11-11,D14,"Apartment (Rooming House, Condo)",Assault,162,0
2014-11-11,2014-11-11,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,119,0
2014-11-11,2014-10-31,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,016,11
2014-11-11,2014-11-11,D22,"Open Areas (Lakes, Parks, Rivers)",Assault,016,0
2014-11-11,2014-11-11,D13,"Apartment (Rooming House, Condo)",Break and Enter,031,0
2014-11-11,2014-11-10,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,011,1
2014-11-11,2014-11-11,D31,"Apartment (Rooming House, Condo)",Break and Enter,022,0
2014-11-11,2014-11-11,D23,Schools During Un-Supervised Activity,Assault,002,0
2014-11-11,2014-11-11,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,139,0
2014-11-11,2014-11-09,D51,"Apartment (Rooming House, Condo)",Assault,073,2
2014-11-11,2014-11-11,D54,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,054,0
2014-11-11,2014-11-11,D43,"Apartment (Rooming House, Condo)",Assault,142,0
2014-11-11,2014-11-10,D14,"Apartment (Rooming House, Condo)",Assault,080,1
2014-11-11,2014-11-07,D32,Schools During Supervised Activity,Assault,105,4
2014-11-11,2014-11-09,D51,"Apartment (Rooming House, Condo)",Assault,073,2
2014-11-11,2014-11-11,D23,"Apartment (Rooming House, Condo)",Assault,006,0
2014-11-11,2014-11-11,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,028,0
2014-11-11,2014-11-11,D22,Ttc Bus Stop / Shelter / Loop,Assault,159,0
2014-11-11,2014-11-11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,166,0
2014-11-11,2014-11-11,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,121,0
2014-11-11,2014-11-11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,073,0
2014-11-11,2014-11-11,D23,"Apartment (Rooming House, Condo)",Assault,002,0
2014-11-11,2014-11-11,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,080,0
2014-11-11,2014-11-11,D33,Schools During Un-Supervised Activity,Robbery,149,0
2014-11-11,2014-11-11,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,149,0
2014-11-11,2014-11-11,D55,"Apartment (Rooming House, Condo)",Assault,065,0
2014-11-11,2014-11-11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,166,0
2014-11-11,2014-11-11,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,086,0
2014-11-11,2014-11-08,D33,"Bank And Other Financial Institutions (Money Mart, Tsx)",Assault,053,3
2014-11-12,2014-11-12,D43,"Apartment (Rooming House, Condo)",Assault,136,0
2014-11-12,2014-11-12,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,058,0
2014-11-12,2014-11-12,D14,Schools During Un-Supervised Activity,Robbery,172,0
2014-11-12,2014-10-31,D51,"Apartment (Rooming House, Condo)",Assault,168,12
2014-11-12,2014-11-12,D32,Ttc Bus Stop / Shelter / Loop,Assault,050,0
2014-11-12,2014-11-12,D23,Convenience Stores,Robbery,002,0
2014-11-12,2014-11-11,D32,"Apartment (Rooming House, Condo)",Auto Theft,153,1
2014-11-12,2014-11-12,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,128,0
2014-11-12,2014-11-12,D23,Convenience Stores,Robbery,002,0
2014-11-12,2014-11-12,D23,Convenience Stores,Robbery,002,0
2014-11-12,2014-11-11,D43,"Apartment (Rooming House, Condo)",Break and Enter,136,1
2014-11-12,2014-11-12,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,070,0
2014-11-12,2014-11-12,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,157,0
2014-11-12,2014-11-12,D41,"Apartment (Rooming House, Condo)",Break and Enter,121,0
2014-11-12,2014-11-12,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,099,0
2014-11-12,2014-11-05,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,001,7
2014-11-12,2014-11-12,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,095,0
2014-11-12,2014-11-12,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,154,0
2014-11-12,2014-11-10,D22,"Apartment (Rooming House, Condo)",Break and Enter,159,2
2014-11-12,2014-11-12,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,105,0
2014-11-12,2014-11-12,D52,Jails / Detention Centres,Assault,170,0
2014-11-12,2014-11-12,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,129,0
2014-11-12,2014-10-31,D33,"Apartment (Rooming House, Condo)",Theft Over,042,12
2014-11-12,2014-11-12,D22,Schools During Supervised Activity,Assault,016,0
2014-11-12,2014-11-12,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,084,0
2014-11-12,2014-11-12,D43,"Apartment (Rooming House, Condo)",Break and Enter,138,0
2014-11-12,2014-11-10,D32,Ttc Subway Station,Assault,151,2
2014-11-12,2014-11-12,D23,Convenience Stores,Robbery,002,0
2014-11-12,2014-11-12,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,122,0
2014-11-12,2014-11-12,D41,"Apartment (Rooming House, Condo)",Assault,121,0
2014-11-12,2014-11-12,D41,"Apartment (Rooming House, Condo)",Assault,121,0
2014-11-12,2014-11-02,D41,"Apartment (Rooming House, Condo)",Assault,121,10
2014-11-12,2014-11-12,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,134,0
2014-11-12,2014-11-11,D51,Schools During Supervised Activity,Assault,072,1
2014-11-12,2014-10-11,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,024,32
2014-11-12,2014-11-12,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,064,0
2014-11-12,2014-11-11,D52,"Apartment (Rooming House, Condo)",Assault,165,1
2014-11-12,2014-11-12,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,070,0
2014-11-12,2014-11-09,D33,"Apartment (Rooming House, Condo)",Assault,053,3
2014-11-12,2014-11-12,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Robbery,138,0
2014-11-12,2014-11-12,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,058,0
2014-11-12,2014-11-12,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,167,0
2014-11-12,2014-11-12,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,020,0
2014-11-12,2014-11-09,D33,"Apartment (Rooming House, Condo)",Assault,053,3
2014-11-12,2014-11-09,D33,"Apartment (Rooming House, Condo)",Assault,053,3
2014-11-12,2014-11-12,D14,Bar / Restaurant,Assault,080,0
2014-11-12,2014-11-12,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,122,0
2014-11-12,2014-11-11,D52,"Apartment (Rooming House, Condo)",Assault,078,1
2014-11-12,2014-11-12,D14,Ttc Subway Station,Robbery,095,0
2014-11-12,2014-11-11,D51,Bar / Restaurant,Assault,072,1
2014-11-12,2014-11-10,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,027,2
2014-11-12,2014-11-12,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,095,0
2014-11-12,2014-11-12,D32,"Apartment (Rooming House, Condo)",Assault,034,0
2014-11-12,2014-11-07,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,047,5
2014-11-12,2014-11-12,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,103,0
2014-11-12,2014-11-12,D13,Ttc Bus,Assault,101,0
2014-11-12,2014-11-12,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,083,0
2014-11-12,2014-11-12,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,073,0
2014-11-12,2014-11-12,D41,Bar / Restaurant,Assault,119,0
2014-11-12,2014-11-11,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,154,1
2014-11-12,2014-11-12,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",Robbery,024,0
2014-11-12,2014-11-12,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Robbery,138,0
2014-11-12,2014-11-12,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Robbery,138,0
2014-11-12,2014-11-12,D22,Bar / Restaurant,Assault,160,0
2014-11-12,2014-11-12,D23,"Apartment (Rooming House, Condo)",Assault,002,0
2014-11-12,2014-11-12,D14,Convenience Stores,Assault,080,0
2014-11-12,2014-11-11,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,034,1
2014-11-12,2014-11-12,D52,"Apartment (Rooming House, Condo)",Assault,164,0
2014-11-12,2014-11-11,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,106,1
2014-11-12,2014-11-12,D14,Ttc Subway Station,Assault,095,0
2014-11-12,2014-11-11,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,034,1
2014-11-12,2014-11-12,D22,Bar / Restaurant,Break and Enter,019,0
2014-11-12,2014-11-12,D22,Bar / Restaurant,Break and Enter,018,0
2014-11-12,2014-11-12,D41,"Apartment (Rooming House, Condo)",Assault,121,0
2014-11-12,2014-11-12,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,134,0
2014-11-12,2014-11-11,D31,"Apartment (Rooming House, Condo)",Assault,021,1
2014-11-12,2014-11-10,D22,"Apartment (Rooming House, Condo)",Assault,018,2
2014-11-12,2014-11-10,D31,"Apartment (Rooming House, Condo)",Break and Enter,025,2
2014-11-12,2014-11-12,D12,"Apartment (Rooming House, Condo)",Assault,110,0
2014-11-12,2014-11-12,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,047,0
2014-11-12,2014-11-12,D14,"Apartment (Rooming House, Condo)",Break and Enter,172,0
2014-11-12,2014-11-12,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,129,0
2014-11-12,2014-11-12,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,034,0
2014-11-12,2014-11-12,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,110,0
2014-11-12,2014-11-11,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,094,1
2014-11-12,2014-11-12,D22,"Apartment (Rooming House, Condo)",Break and Enter,013,0
2014-11-12,2014-08-01,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,087,103
2014-11-12,2014-11-12,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,108,0
2014-11-12,2014-11-12,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,094,0
2014-11-12,2014-11-10,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,031,2
2014-11-12,2014-11-12,D41,"Apartment (Rooming House, Condo)",Assault,122,0
2014-11-12,2014-11-10,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,008,2
2014-11-12,2014-09-20,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,001,53
2014-11-12,2014-11-12,D31,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Auto Theft,027,0
2014-11-12,2014-11-12,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,002,0
2014-11-12,2014-11-12,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,172,0
2014-11-12,2014-11-11,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,144,1
2014-11-12,2014-11-12,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Theft Over,078,0
2014-11-12,2014-11-12,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,053,0
2014-11-12,2014-11-11,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,169,1
2014-11-12,2014-11-12,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,062,0
2014-11-12,2014-11-11,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,029,1
2014-11-12,2014-11-12,D54,Schools During Supervised Activity,Assault,054,0
2014-11-12,2014-11-06,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,144,6
2014-11-12,2014-11-12,D52,Jails / Detention Centres,Assault,170,0
2014-11-12,2014-11-12,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,129,0
2014-11-12,2014-11-12,D31,Schools During Supervised Activity,Robbery,025,0
2014-11-12,2014-11-12,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,119,0
2014-11-12,2014-11-11,D52,Schools During Supervised Activity,Assault,078,1
2014-11-12,2014-11-12,D33,"Apartment (Rooming House, Condo)",Break and Enter,043,0
2014-11-12,2014-11-11,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,111,1
2014-11-12,2014-11-11,D51,"Apartment (Rooming House, Condo)",Break and Enter,167,1
2014-11-12,2013-11-13,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Theft Over,095,364
2014-11-12,2014-11-11,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,130,1
2014-11-12,2014-11-12,D54,"Apartment (Rooming House, Condo)",Assault,044,0
2014-11-12,2014-11-12,D31,"Open Areas (Lakes, Parks, Rivers)",Assault,154,0
2014-11-12,2014-11-12,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,121,0
2014-11-12,2014-11-12,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,013,0
2014-11-13,2014-11-12,D41,Schools During Supervised Activity,Assault,122,1
2014-11-13,2014-11-13,D43,Ttc Bus Stop / Shelter / Loop,Assault,156,0
2014-11-13,2014-11-13,D54,Schools During Un-Supervised Activity,Assault,054,0
2014-11-13,2014-11-13,D14,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,162,0
2014-11-13,2014-11-13,D53,Ttc Subway Station,Assault,095,0
2014-11-13,2014-11-13,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,001,0
2014-11-13,2014-11-13,D22,Other Regional Transit System Vehicle,Assault,159,0
2014-11-13,2014-11-13,D14,Schools During Supervised Activity,Assault,078,0
2014-11-13,2014-11-13,D22,Other Regional Transit System Vehicle,Assault,159,0
2014-11-13,2014-11-05,D31,"Open Areas (Lakes, Parks, Rivers)",Robbery,027,8
2014-11-13,2014-11-13,D43,"Open Areas (Lakes, Parks, Rivers)",Robbery,156,0
2014-11-13,2014-11-12,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,141,1
2014-11-13,2014-11-01,D55,"Apartment (Rooming House, Condo)",Assault,064,12
2014-11-13,2014-11-13,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,090,0
2014-11-13,2014-11-13,D12,"Apartment (Rooming House, Condo)",Assault,029,0
2014-11-13,2014-11-13,D51,"Apartment (Rooming House, Condo)",Assault,168,0
2014-11-13,2014-11-13,D32,"Apartment (Rooming House, Condo)",Assault,151,0
2014-11-13,2014-11-01,D55,"Apartment (Rooming House, Condo)",Assault,064,12
2014-11-13,2014-11-13,D51,"Group Homes (Non-Profit, Halfway House, Social Agency)",Assault,168,0
2014-11-13,2014-11-13,D54,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,062,0
2014-11-13,2014-11-13,D54,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,062,0
2014-11-13,2014-06-22,D11,"Apartment (Rooming House, Condo)",Assault,083,144
2014-11-13,2014-11-11,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,091,2
2014-11-13,2014-11-13,D32,"Gas Station (Self, Full, Attached Convenience)",Assault,035,0
2014-11-13,2014-11-12,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,027,1
2014-11-13,2014-11-12,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,059,1
2014-11-13,2014-11-13,D51,"Group Homes (Non-Profit, Halfway House, Social Agency)",Assault,168,0
2014-11-13,2014-11-11,D32,"Apartment (Rooming House, Condo)",Break and Enter,036,2
2014-11-13,2014-09-26,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,062,48
2014-11-13,2014-11-13,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,006,0
2014-11-13,2014-11-13,D33,"Apartment (Rooming House, Condo)",Break and Enter,150,0
2014-11-13,2014-10-03,D53,Bar / Restaurant,Assault,095,41
2014-11-13,2014-11-12,D32,Bar / Restaurant,Break and Enter,027,1
2014-11-13,2014-11-13,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",Robbery,010,0
2014-11-13,2014-11-13,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,035,0
2014-11-13,2014-11-13,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,090,0
2014-11-13,2014-11-13,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,078,0
2014-11-13,2014-11-12,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,002,1
2014-11-13,2014-11-13,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,090,0
2014-11-13,2014-11-13,D22,"Apartment (Rooming House, Condo)",Assault,019,0
2014-11-13,2014-11-12,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,046,1
2014-11-13,2014-11-12,D51,"Apartment (Rooming House, Condo)",Break and Enter,074,1
2014-11-13,2014-11-13,D43,Bar / Restaurant,Assault,136,0
2014-11-13,2014-11-12,D52,Bar / Restaurant,Assault,169,1
2014-11-13,2014-11-13,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,078,0
2014-11-13,2014-11-13,D53,"Apartment (Rooming House, Condo)",Assault,097,0
2014-11-13,2014-11-13,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,086,0
2014-11-13,2014-11-13,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,063,0
2014-11-13,2014-11-13,D42,"Gas Station (Self, Full, Attached Convenience)",Assault,145,0
2014-11-13,2014-11-13,D13,"Open Areas (Lakes, Parks, Rivers)",Robbery,102,0
2014-11-13,2014-11-13,D13,"Open Areas (Lakes, Parks, Rivers)",Robbery,102,0
2014-11-13,2014-11-13,D33,"Apartment (Rooming House, Condo)",Assault,052,0
2014-11-13,2014-11-13,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,139,0
2014-11-13,2014-11-13,D51,"Group Homes (Non-Profit, Halfway House, Social Agency)",Assault,168,0
2014-11-13,2014-11-13,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,027,0
2014-11-13,2014-11-01,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,065,12
2014-11-13,2014-11-13,D33,"Apartment (Rooming House, Condo)",Break and Enter,150,0
2014-11-13,2014-11-13,D32,"Bank And Other Financial Institutions (Money Mart, Tsx)",Robbery,032,0
2014-11-13,2014-11-13,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,006,0
2014-11-13,2014-11-03,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Theft Over,168,10
2014-11-13,2014-11-13,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,120,0
2014-11-13,2012-11-29,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Theft Over,097,714
2014-11-13,2014-11-13,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Robbery,048,0
2014-11-13,2014-11-13,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,027,0
2014-11-13,2014-11-13,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,106,0
2014-11-13,2014-11-13,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,123,0
2014-11-13,2014-11-12,D43,"Apartment (Rooming House, Condo)",Break and Enter,136,1
2014-11-13,2014-11-13,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,030,0
2014-11-13,2014-11-13,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,119,0
2014-11-13,2014-11-13,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,119,0
2014-11-13,2014-11-13,D53,"Apartment (Rooming House, Condo)",Break and Enter,173,0
2014-11-13,2014-11-13,D54,"Group Homes (Non-Profit, Halfway House, Social Agency)",Assault,067,0
2014-11-13,2014-11-13,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,149,0
2014-11-13,2014-11-13,D53,"Apartment (Rooming House, Condo)",Break and Enter,173,0
2014-11-13,2014-11-13,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,118,0
2014-11-13,2014-11-04,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,108,9
2014-11-13,2014-11-12,D31,Retirement Home,Assault,027,1
2014-11-13,2014-11-13,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,081,0
2014-11-13,2014-11-13,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,124,0
2014-11-13,2014-11-13,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,073,0
2014-11-13,2014-11-12,D53,"Apartment (Rooming House, Condo)",Assault,055,1
2014-11-13,2014-11-13,D43,"Apartment (Rooming House, Condo)",Break and Enter,141,0
2014-11-14,2014-11-14,D43,"Apartment (Rooming House, Condo)",Break and Enter,138,0
2014-11-14,2014-11-14,D33,"Apartment (Rooming House, Condo)",Break and Enter,047,0
2014-11-14,2014-11-14,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,138,0
2014-11-14,2014-11-14,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,039,0
2014-11-14,2014-11-14,D33,"Apartment (Rooming House, Condo)",Break and Enter,049,0
2014-11-14,2014-11-14,D43,"Apartment (Rooming House, Condo)",Break and Enter,138,0
2014-11-14,2014-11-14,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,171,0
2014-11-14,2014-11-14,D52,"Apartment (Rooming House, Condo)",Break and Enter,170,0
2014-11-14,2014-11-14,D52,"Apartment (Rooming House, Condo)",Break and Enter,170,0
2014-11-14,2014-11-14,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,145,0
2014-11-14,2014-11-14,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,001,0
2014-11-14,2014-11-14,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,039,0
2014-11-14,2014-11-14,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,079,0
2014-11-14,2014-11-14,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,064,0
2014-11-14,2014-11-13,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,001,1
2014-11-14,2014-11-14,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,143,0
2014-11-14,2014-11-14,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,079,0
2014-11-14,2014-08-13,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",Theft Over,040,93
2014-11-14,2014-06-19,D31,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,025,148
